,Player Info,,,,,,,,,,Physical Ratings,,,,,,,Ball Carrier Ratings,,,,,,,Receiving Ratings,,,,,,,Passer Ratings,,,,,,,,Blocking Ratings,,,,,,,,Tackling Ratings,,,Coverage Ratings,,,,Pass Rush Ratings,,,Special Teams Ratings,,,Injury Ratings,,,Contract Info,,Misc Info,,,,,,,,,,,,
507,Eagles,CB,CB_MantoMan,29,Avonte,Maddox,25,69,184,77,93,94,96,98,55,88,70,62,48,84,66,25,34,73,68,65,66,27,37,27,24,27,6,6,6,10,6,6,12,40,35,35,35,40,35,45,15,60,61,70,76,74,76,72,25,39,45,19,10,74,89,84,74,"$3,890,000 ","$640,000 ",Short Stride Loose,35155,3,Right,Pittsburgh,8977,13,13332,Avonte Maddox,MaddoxAvonte_13332,launch-ratings,published,
508,Steelers,CB,CB_MantoMan,20,Cameron,Sutton,26,71,188,77,88,90,90,86,69,82,83,62,63,85,68,31,33,75,69,64,62,20,26,16,11,24,6,6,6,12,6,6,13,35,35,35,35,35,35,49,19,54,59,66,78,75,76,81,29,36,46,22,18,83,93,88,79,"$5,500,000 ","$1,400,000 ",Short Stride High and Tight,34757,4,Right,Tennessee,8738,29,12580,Cameron Sutton,SuttonCameron_12580,launch-ratings,published,
509,Steelers,MLB,MLB_FieldGeneral,55,Devin,Bush,23,71,234,77,90,92,86,82,74,92,82,56,19,41,34,33,36,36,63,55,57,14,13,5,5,14,6,6,6,10,6,6,12,45,45,45,45,45,45,70,22,82,88,84,61,67,51,80,60,63,72,12,13,10,90,87,89,"$2,000,000 ","$16,870,000 ",Default Stride Loose,35994,2,Right,Michigan,9408,29,20583,Devin Bush,BushDevin_20583,launch-ratings,published,
510,Steelers,SS,S_RunSupport,34,Terrell,Edmunds,24,73,217,77,90,90,84,82,74,94,76,71,57,73,63,43,50,67,69,53,61,20,26,20,15,25,10,6,6,15,10,10,11,35,35,35,35,35,35,64,16,74,87,77,73,77,67,73,41,49,64,18,13,55,90,88,82,"$4,840,000 ","$5,860,000 ",Short Stride Loose,35450,3,Right,Virginia Tech,8874,29,13361,Terrell Edmunds,EdmundsTerrell_13361,launch-ratings,published,
511,Seahawks,RE,DE_PowerRusher,99,Aldon,Smith,31,76,258,77,77,81,81,65,82,83,85,37,30,28,42,26,10,50,55,15,25,20,15,7,5,33,6,6,6,14,6,6,12,45,45,45,45,45,45,85,22,77,85,84,53,58,24,81,80,76,79,22,21,10,82,88,86,"$850,000 ","$140,000 ",Default,32842,8,Right,Missouri,4479,28,10692,Aldon Smith,SmithAldon_10692,launch-ratings,published,
512,Seahawks,TE,TE_VerticalThreat,81,Gerald,Everett,27,75,245,77,85,88,82,77,69,90,75,74,78,81,72,77,77,84,79,81,81,66,72,68,66,25,15,10,6,10,10,6,13,63,60,64,59,59,55,68,54,36,28,37,12,12,25,23,10,10,30,15,11,41,87,88,84,"$500,000 ","$3,500,000 ",Long Stride Default,34510,4,Right,South Alabama,8549,28,12583,Gerald Everett,EverettGerald_12583,launch-ratings,published,
513,Seahawks,K,KP_Power,5,Jason,Myers,30,70,190,77,69,71,47,45,43,40,62,34,12,14,23,15,16,19,30,10,12,12,10,10,10,45,35,30,25,13,20,20,13,20,15,15,20,15,15,15,15,20,12,28,10,25,10,15,10,10,10,97,84,10,80,85,50,"$8,950,000 ","$6,500,000 ",Default Stride Awkward,33370,6,Right,Marist,7773,28,2772,Jason Myers,MyersJason_2772,launch-ratings,published,
514,Seahawks,LOLB,OLB_RunStopper,56,Jordyn,Brooks,23,72,240,77,87,88,86,77,73,82,76,56,10,30,25,30,52,35,52,38,45,12,15,5,5,25,6,6,6,10,6,6,12,45,45,45,45,45,45,82,17,87,84,84,63,67,46,80,52,59,74,20,20,10,90,85,89,"$2,000,000 ","$10,230,000 ",Default Stride Loose,35724,1,Right,Texas Tech,180,28,21316,Jordyn Brooks,BrooksJordyn_21316,launch-ratings,published,
515,Seahawks,DT,DT_RunStopper,97,Poona,Ford,25,71,310,77,68,81,64,56,85,73,80,31,10,10,10,20,35,15,37,15,15,15,15,7,3,26,6,6,6,18,6,6,12,45,45,45,45,45,45,81,37,82,78,83,25,30,15,82,64,76,82,17,12,10,69,90,88,"$5,350,000 ","$7,000,000 ",Default Stride Awkward,35022,3,Right,Texas,9333,28,13199,Poona Ford,FordPoona_13199,launch-ratings,published,
516,Seahawks,CB,CB_Zone,21,Tre,Flowers,26,75,203,77,91,92,83,82,66,83,78,60,44,65,59,45,44,59,65,51,60,22,22,12,10,26,6,6,6,10,6,6,27,35,35,35,35,35,35,57,19,68,74,73,76,78,75,80,33,40,56,19,10,35,89,90,84,"$3,890,000 ","$280,000 ",Default Stride Loose,34852,3,Right,Oklahoma St.,8890,28,13299,Tre Flowers,FlowersTre_13299,launch-ratings,published,
517,Seahawks,TE,TE_Possession,89,Will,Dissly,25,76,265,77,77,84,79,71,79,76,75,74,72,73,67,74,57,74,85,77,78,67,70,66,62,25,27,18,12,10,10,12,18,73,73,70,65,65,60,72,59,45,43,51,14,19,10,32,39,43,45,15,14,25,84,89,85,"$2,460,000 ","$640,000 ",Default Stride Loose,35254,3,Right,Washington,8871,28,13392,Will Dissly,DisslyWill_13392,launch-ratings,published,
518,Buccaneers,HB,HB_ElusiveBack,25,Giovani,Bernard,29,69,205,77,88,91,88,86,61,79,83,85,75,86,83,52,64,78,70,68,57,70,70,65,59,30,35,30,20,11,15,15,23,44,35,30,57,48,43,37,39,35,20,40,19,29,20,15,20,27,32,23,15,82,84,83,71,"$500,000 ","$490,000 ",Default,33564,8,Right,North Carolina,5690,6,323,Giovani Bernard,BernardGiovani_323,launch-ratings,published,
519,Buccaneers,SS,S_RunSupport,33,Jordan,Whitehead,24,70,198,77,86,88,81,81,67,82,81,65,50,76,68,48,50,79,70,52,68,35,56,48,40,24,6,6,6,18,6,6,15,35,35,35,45,35,35,58,18,70,89,80,70,72,70,84,30,36,54,13,11,40,92,84,80,"$4,140,000 ","$680,000 ",Default Stride Loose,35507,3,Right,Pittsburgh,9110,6,13179,Jordan Whitehead,WhiteheadJordan_13179,launch-ratings,published,
520,Titans,RE,DE_PowerRusher,96,Denico,Autry,31,77,285,77,69,81,69,65,82,72,88,45,10,10,10,25,35,19,35,15,15,15,15,8,4,14,6,6,6,16,6,6,12,45,45,45,45,45,45,78,18,82,73,82,24,29,10,83,82,68,73,17,11,10,76,88,80,"$12,500,000 ","$8,940,000 ",Default Stride Awkward,33069,7,Right,Mississippi St.,7005,30,2366,Denico Autry,AutryDenico_2366,launch-ratings,published,
521,Football Team,FS,S_Hybrid,38,Bobby,McCain,28,71,192,77,87,88,90,91,69,86,83,65,65,84,82,31,35,79,75,69,75,25,20,10,10,27,6,6,6,11,6,6,15,35,35,35,35,35,35,51,11,58,53,74,78,77,77,80,31,38,56,15,11,73,94,84,85,"$1,250,000 ","$230,000 ",Default Stride Loose,34199,6,Right,Memphis,7233,26,2629,Bobby McCain,McCainBobby_2629,launch-ratings,published,
522,Football Team,C,C_Power,73,Chase,Roullier,28,76,312,77,59,73,67,54,85,67,88,22,12,18,12,36,34,18,27,15,15,15,10,5,5,15,6,6,6,14,6,6,12,78,80,75,78,80,75,80,82,31,38,29,17,24,12,14,18,12,24,21,22,10,81,93,89,"$22,240,000 ","$16,460,000 ",Default Stride Awkward,34204,4,Right,Wyoming,8712,26,12771,Chase Roullier,RoullierChase_12771,launch-ratings,published,
523,Football Team,HB,HB_ReceivingBack,41,J.D.,McKissic,28,70,195,77,88,90,91,85,69,87,76,84,78,85,81,57,64,79,76,64,69,63,80,74,65,27,15,10,10,17,10,10,20,40,28,25,56,26,21,30,32,27,15,45,11,16,15,47,10,10,45,25,25,78,88,87,79,"$1,750,000 ","$1,500,000 ",Short Stride Loose,34196,5,Right,Arkansas St.,8143,26,17893,J.D. McKissic,McKissicJD_17893,launch-ratings,published,
524,Football Team,TE,TE_VerticalThreat,82,Logan,Thomas,30,78,250,77,83,87,81,77,74,87,82,76,70,78,76,75,71,77,87,79,83,70,71,67,63,86,68,62,59,49,77,61,52,60,54,60,56,56,52,74,52,39,12,35,19,25,10,15,10,10,26,25,20,25,82,88,94,"$3,890,000 ","$2,260,000 ",Default,33420,7,Right,Virginia Tech,6610,26,12384,Logan Thomas,ThomasLogan_12384,launch-ratings,published,
525,Cardinals,LT,OT_Power,74,D.J.,Humphries,27,77,307,76,66,75,61,52,87,76,86,40,5,10,10,21,10,15,35,10,12,12,10,5,5,10,6,6,6,12,6,6,12,82,82,80,75,76,73,85,87,45,25,32,18,12,10,25,10,10,35,13,6,10,92,86,87,"$14,750,000 ","$29,000,000 ",Default Stride Awkward,34331,6,Right,Florida,7177,7,2500,D.J. Humphries,HumphriesDJ_2500,launch-ratings,published,
526,Cardinals,FS,S_Zone,34,Jalen,Thompson,23,71,190,76,90,91,85,86,60,81,80,58,44,70,64,37,45,51,70,50,67,15,20,10,10,22,6,6,6,16,6,6,10,35,35,35,35,35,35,56,14,67,70,74,70,76,67,77,50,53,56,21,21,60,88,89,85,"$2,540,000 ","$320,000 ",Default Stride Loose,35994,2,Right,Wash. St.,1532,7,20813,Jalen Thompson,ThompsonJalen_20813,launch-ratings,published,
527,Cardinals,MLB,MLB_PassCoverage,58,Jordan,Hicks,29,73,236,76,82,88,85,74,79,88,81,63,22,43,34,42,37,48,71,23,29,25,10,6,5,24,6,6,6,10,6,6,12,45,45,45,45,45,45,78,19,83,81,83,66,73,59,78,64,57,60,14,22,10,94,78,73,"$14,500,000 ","$17,000,000 ",Default Stride Awkward,33782,6,Right,Texas,7172,7,2563,Jordan Hicks,HicksJordan_2563,launch-ratings,published,
528,Falcons,HB,HB_ReceivingBack,84,Cordarrelle,Patterson,30,74,220,76,91,92,95,87,65,86,68,81,79,86,80,57,52,81,76,71,70,73,74,73,74,60,53,47,37,36,55,24,46,54,17,12,46,28,27,47,27,48,32,49,20,25,15,25,10,10,39,20,20,98,83,93,78,"$1,300,000 ","$1,700,000 ",Default,33314,8,Right,Tennessee,6017,14,498,Cordarrelle Patterson,PattersonCordarrelle_498,launch-ratings,published,
529,Ravens,MLB,MLB_FieldGeneral,6,Patrick,Queen,22,72,229,76,89,90,87,79,70,84,80,73,52,72,60,64,52,71,66,50,55,38,55,48,37,27,6,6,6,13,6,6,12,45,45,45,45,45,45,74,23,81,84,86,61,67,53,78,54,63,71,20,20,15,88,90,84,"$5,760,000 ","$6,400,000 ",Default Stride High and Tight,36385,1,Right,LSU,538,25,20999,Patrick Queen,QueenPatrick_20999,launch-ratings,published,
530,Bills,RT,OT_Power,75,Daryl,Williams,29,78,330,76,59,73,50,40,87,66,80,40,5,10,10,15,10,10,25,15,12,12,10,5,5,25,6,6,6,14,6,6,12,80,82,79,78,80,75,81,78,39,25,25,12,12,10,10,10,10,39,28,15,11,79,89,83,"$17,040,000 ","$6,960,000 ",Default Stride Awkward,33847,6,Right,Oklahoma,7378,3,2514,Daryl Williams,WilliamsDaryl_2514,launch-ratings,published,
531,Bills,TE,TE_VerticalThreat,88,Dawson,Knox,24,76,257,76,87,90,85,76,69,84,78,71,53,62,56,72,74,73,79,80,80,69,69,65,65,41,28,23,17,20,25,21,21,67,61,66,61,58,60,65,53,31,21,31,13,16,13,14,10,10,28,14,12,25,79,83,85,"$2,680,000 ","$840,000 ",Long Stride Default,35383,2,Right,Ole Miss,9546,3,20523,Dawson Knox,KnoxDawson_20523,launch-ratings,published,
532,Bills,CB,CB_MantoMan,39,Levi,Wallace,26,72,179,76,90,93,86,88,56,80,74,65,58,74,68,35,39,66,72,61,71,35,47,42,37,27,6,6,6,10,6,6,17,35,35,35,35,35,35,48,14,59,48,72,77,74,80,72,37,40,49,10,11,50,87,88,83,"$1,150,000 ","$530,000 ",Default Stride Loose,34862,3,Right,Alabama,9098,3,13166,Levi Wallace,WallaceLevi_13166,launch-ratings,published,
533,Bills,K,KP_Power,2,Tyler,Bass,24,70,185,76,76,85,67,60,40,65,62,33,5,10,10,10,10,10,35,10,12,12,10,10,10,27,35,30,25,14,20,20,15,12,12,12,17,17,17,12,12,29,12,31,12,12,10,10,10,10,13,97,77,10,87,87,60,"$3,300,000 ","$190,000 ",Short Stride Awkward,35475,1,Right,Ga. Southern,85,3,21170,Tyler Bass,BassTyler_21170,launch-ratings,published,
534,Panthers,WR,WR_DeepThreat,83,David,Moore,26,72,220,76,91,89,83,77,77,89,81,72,76,77,63,58,73,77,87,84,87,78,77,78,77,35,29,25,15,19,22,15,22,56,27,20,56,30,29,55,33,32,28,35,18,25,33,25,10,10,33,33,25,70,80,91,85,"$3,490,000 ","$1,260,000 ",Default Stride High and Tight,34714,4,Right,East Central Univ.,9243,21,12859,David Moore,MooreDavid_12859,launch-ratings,published,
535,Bears,ROLB,OLB_PowerRusher,94,Robert,Quinn,31,76,250,76,80,84,82,68,84,82,84,35,25,33,35,46,40,35,49,20,30,12,20,10,6,33,6,6,6,18,6,6,12,45,45,45,45,45,45,85,25,82,82,84,49,48,45,82,75,71,70,14,22,10,82,91,78,"$41,000,000 ","$29,000,000 ",Long Stride Loose,33011,10,Right,North Carolina,4452,1,10694,Robert Quinn,QuinnRobert_10694,launch-ratings,published,
536,Bears,HB,HB_ElusiveBack,29,Tarik,Cohen,26,66,191,76,92,93,94,90,61,81,72,77,74,91,81,64,61,76,73,63,66,66,74,70,60,51,42,36,31,21,39,27,28,30,25,22,60,26,22,33,35,26,24,31,20,28,20,17,10,10,22,20,22,88,85,84,75,"$10,750,000 ","$8,790,000 ",Short Stride High and Tight,34906,4,Right,N.C. AT,8511,1,12786,Tarik Cohen,CohenTarik_12786,launch-ratings,published,
537,Bengals,WR,WR_Physical,19,Auden,Tate,24,77,228,76,85,87,78,73,71,95,75,75,77,73,65,65,75,74,82,85,93,81,74,72,69,30,20,15,10,18,15,10,18,56,29,25,25,24,21,45,23,31,25,32,12,20,18,15,10,10,30,17,12,50,83,91,87,"$2,460,000 ",$0 ,Long Stride Loose,35464,3,Right,Florida State,9074,2,13127,Auden Tate,TateAuden_13127,launch-ratings,published,
538,Browns,MLB,MLB_RunStopper,54,Anthony,Walker Jr,26,73,235,76,83,89,79,71,78,75,80,61,29,48,32,39,53,60,67,63,61,18,24,14,6,24,6,6,6,10,6,6,12,45,45,45,45,45,45,79,19,86,77,83,53,58,45,82,58,53,72,14,22,10,90,93,96,"$1,260,000 ","$580,000 ",Default,34919,4,Right,Northwestern,8764,5,12598,Anthony Walker Jr,WalkerJrAnthony_12598,launch-ratings,published,
539,Browns,CB,CB_Zone,20,Greg,Newsome II,21,72,192,76,93,92,92,90,60,90,72,61,53,75,66,32,44,60,62,55,60,38,39,32,26,22,6,6,6,13,6,6,15,35,35,35,35,35,35,52,19,60,64,77,75,78,77,70,28,40,50,19,12,40,93,82,78,"$12,748,736 ","$6,630,000 ",Short Stride Loose,36664,0,Right,Northwestern,1273,5,21457,Greg Newsome II,NewsomeIIGreg_21457,launch-ratings,published,
540,Browns,DT,DT_PowerRusher,97,Malik,Jackson,31,77,285,76,73,82,67,59,83,70,85,39,15,30,25,55,45,35,30,10,15,12,10,3,2,30,6,6,6,17,6,6,12,45,45,45,45,45,45,87,38,84,76,85,28,44,35,83,78,67,73,30,27,10,82,91,80,"$500,000 ","$1,340,000 ",Default Stride Awkward,32884,9,Right,Tennessee,5261,5,11522,Malik Jackson,JacksonMalik_11522,launch-ratings,published,
541,Browns,WR,WR_DeepThreat,82,Rashard,Higgins,26,73,198,76,86,89,84,81,66,84,82,69,72,79,78,42,51,77,87,82,84,75,81,81,80,29,15,10,6,22,10,6,22,56,23,16,39,21,19,49,29,31,15,37,16,24,16,21,11,11,36,23,22,65,83,90,87,"$500,000 ","$630,000 ",Default,34614,5,Right,Colorado St.,8051,5,17596,Rashard Higgins,HigginsRashard_17596,launch-ratings,published,
542,Browns,CB,CB_MantoMan,23,Troy,Hill,30,71,180,76,87,92,91,87,65,86,82,67,49,71,66,25,25,61,69,50,65,15,29,19,12,25,6,6,6,10,6,6,10,21,25,25,21,25,25,45,15,51,45,72,76,78,73,80,21,27,50,15,11,61,91,89,77,"$5,050,000 ","$2,250,000 ",Short Stride Loose,33479,6,Right,Oregon,7502,5,2893,Troy Hill,HillTroy_2893,launch-ratings,published,
543,Cowboys,CB,CB_MantoMan,30,Anthony,Brown,27,71,196,76,93,90,85,87,68,84,78,63,55,70,68,26,29,59,67,52,62,27,26,16,11,27,6,6,6,10,6,6,10,11,33,34,10,33,34,54,13,58,62,70,75,72,76,80,26,33,57,18,17,56,90,88,92,"$9,750,000 ","$5,750,000 ",Default Stride Loose,34318,5,Right,Purdue,7914,11,17704,Anthony Brown,BrownAnthony_17704,launch-ratings,published,
544,Cowboys,CB,CB_Slot,26,Jourdan,Lewis,26,70,195,76,89,90,89,88,66,85,75,65,66,78,73,38,38,73,70,73,77,26,32,22,15,24,6,6,6,10,6,6,16,35,35,35,35,35,35,50,10,64,64,79,77,73,81,77,27,36,53,26,26,81,95,94,82,"$9,000,000 ","$4,480,000 ",Short Stride Default,34942,4,Right,Michigan,8641,11,12555,Jourdan Lewis,LewisJourdan_12555,launch-ratings,published,
545,Broncos,CB,CB_MantoMan,2,Patrick,Surtain II,21,74,202,76,91,90,88,87,62,92,75,64,55,73,62,32,46,70,67,63,70,31,30,24,20,28,6,6,6,13,6,6,15,35,35,35,35,35,35,55,19,63,67,78,77,75,82,72,36,48,54,19,11,55,92,92,86,"$8,360,000 ","$12,600,000 ",Long Stride Loose,36630,0,Right,Alabama,0,4,21764,Patrick Surtain II,SurtainIIPatrick_21764,launch-ratings,published,
546,Packers,HB,HB_PowerBack,28,A.J.,Dillon,23,72,247,76,88,87,79,79,80,89,75,92,83,75,76,87,85,81,63,44,49,41,51,44,34,31,20,15,10,15,18,15,36,56,48,39,60,42,37,53,57,29,28,33,10,17,15,15,15,10,31,18,12,25,84,91,86,"$3,530,000 ","$1,750,000 ",Default Stride High and Tight,35917,1,Right,Boston College,716,20,20917,A.J. Dillon,DillonAJ_20917,launch-ratings,published,
547,Packers,TE,TE_Blocking,89,Marcedes,Lewis,37,78,267,76,72,80,72,60,82,88,76,78,54,75,62,65,64,75,81,77,78,72,66,62,57,40,15,10,6,15,10,6,11,76,76,70,62,60,61,76,60,35,25,59,12,13,25,13,20,20,45,39,37,35,86,89,87,"$2,590,000 ","$2,200,000 ",Long Stride High and Tight,30821,15,Right,UCLA,1898,20,27284,Marcedes Lewis,LewisMarcedes_27284,launch-ratings,published,
548,Packers,WR,WR_DeepThreat,83,Marquez,Valdes-Scantling,26,76,206,76,93,91,88,86,63,75,81,74,70,76,70,47,47,78,79,81,84,76,75,77,80,24,20,15,10,17,15,10,19,53,24,19,32,27,22,53,28,29,22,30,10,17,14,19,10,10,27,15,19,75,83,90,78,"$3,890,000 ","$200,000 ",Long Stride Default,34617,3,Right,USF,9091,20,13366,Marquez Valdes-Scantling,ValdesScantlingMarquez_13366,launch-ratings,published,
549,Texans,LE,DE_PowerRusher,93,Shaq,Lawson,27,75,267,76,81,86,77,65,85,80,72,26,19,26,27,32,40,35,45,17,17,17,14,7,3,22,6,6,6,10,6,6,12,45,44,45,45,45,45,78,18,85,83,80,42,48,22,69,79,64,76,20,19,9,78,84,84,"$11,000,000 ","$13,330,000 ",Default Stride High and Tight,34502,5,Right,Clemson,8107,32,17551,Shaq Lawson,LawsonShaq_17551,launch-ratings,published,
550,Colts,CB,CB_MantoMan,26,Rock,Ya-Sin,25,72,192,76,90,89,86,85,68,93,78,59,55,71,63,25,29,64,69,59,63,17,22,12,10,27,6,6,6,10,6,6,13,35,35,35,35,35,35,52,10,67,55,76,75,77,82,76,24,36,50,20,18,58,88,90,87,"$3,070,000 ","$4,840,000 ",Long Stride Loose,35208,2,Right,Temple,9694,10,20451,Rock Ya-Sin,YaSinRock_20451,launch-ratings,published,
551,Colts,K,KP_Power,3,Rodrigo,Blankenship,24,73,184,76,74,83,67,60,41,51,66,31,13,22,16,11,10,19,26,10,12,12,10,10,10,30,34,29,23,17,19,16,14,22,10,10,16,10,10,14,10,31,14,21,12,12,10,18,10,10,19,92,80,10,86,84,63,"$2,290,000 ","$20,000 ",Default Stride Awkward,35459,1,Right,Georgia,99,10,21168,Rodrigo Blankenship,BlankenshipRodrigo_21168,launch-ratings,published,
552,Jaguars,RG,G_Power,60,A.J.,Cann,29,75,315,76,55,71,56,47,88,78,91,39,5,10,10,25,10,10,35,15,15,15,15,5,5,11,6,6,6,12,6,6,12,78,80,72,74,76,73,80,78,35,20,30,12,13,10,28,10,10,25,14,12,10,76,93,85,"$9,250,000 ","$5,780,000 ",Default Stride Awkward,33534,6,Right,South Carolina,7038,17,2506,A.J. Cann,CannAJ_2506,launch-ratings,published,
553,Jaguars,HB,HB_ElusiveBack,24,Carlos,Hyde,30,72,229,76,86,90,89,83,79,83,80,85,81,85,81,85,81,82,67,55,45,66,55,49,41,35,35,30,20,15,15,15,22,64,46,40,46,32,27,49,56,25,12,39,15,20,10,20,10,10,25,25,25,70,85,86,86,"$3,040,000 ","$1,390,000 ",Default,33136,7,Right,Ohio State,6456,17,10874,Carlos Hyde,HydeCarlos_10874,launch-ratings,published,
554,Jaguars,WR,WR_Physical,10,Laviska,Shenault Jr,22,73,227,76,88,89,88,86,74,91,79,78,82,85,83,76,75,89,86,84,84,78,80,78,76,39,31,25,18,28,27,26,33,51,31,29,44,30,26,52,37,52,55,51,24,33,21,31,31,27,53,20,14,78,81,85,85,"$4,080,000 ","$3,620,000 ",Default,36073,1,Right,Colorado,565,17,20942,Laviska Shenault Jr,ShenaultJrLaviska_20942,launch-ratings,published,
555,Jaguars,HB,HB_ElusiveBack,1,Travis,Etienne Jr,22,70,215,76,92,93,87,84,70,84,70,86,79,87,83,77,74,80,69,52,56,56,67,60,52,49,46,40,34,31,38,27,27,34,20,25,49,35,30,37,35,34,26,36,15,19,16,17,10,10,29,19,17,79,91,93,90,"$12,898,105 ","$6,740,000 ",Default,36186,0,Right,Clemson,1365,17,21721,Travis Etienne Jr,EtienneJrTravis_21721,launch-ratings,published,
556,Jaguars,CB,CB_MantoMan,37,Tre,Herndon,25,71,185,76,89,89,91,89,56,83,80,53,44,71,62,25,31,58,58,40,60,12,20,10,10,25,6,6,6,11,6,6,10,18,35,35,10,35,35,54,16,55,53,76,77,75,77,77,44,48,56,10,11,65,89,83,82,"$1,500,000 ","$500,000 ",Short Stride Loose,35129,3,Right,Vanderbilt,9337,17,13508,Tre Herndon,HerndonTre_13508,launch-ratings,published,
557,Chiefs,CB,CB_MantoMan,35,Charvarius,Ward,25,73,196,76,91,86,83,84,64,89,82,61,63,79,72,63,54,66,58,55,60,39,31,28,21,21,16,11,7,14,22,21,33,35,35,35,23,35,35,56,16,62,53,70,78,76,81,79,41,47,46,15,12,42,91,87,79,"$3,380,000 ",$0 ,Short Stride Loose,35201,3,Right,Mid Tenn St.,9951,9,13507,Charvarius Ward,WardCharvarius_13507,launch-ratings,published,
558,Chiefs,RG,G_Power,69,Kyle,Long,32,78,313,76,72,80,65,56,88,70,82,45,5,22,25,35,39,25,40,10,12,15,10,5,5,38,6,6,6,15,6,6,12,75,77,74,78,79,76,83,85,52,62,47,15,20,10,35,44,36,47,14,14,15,90,84,97,"$500,000 ","$1,000,000 ",Long Stride Loose,32482,7,Left,Oregon,5952,9,980,Kyle Long,LongKyle_980,launch-ratings,published,
559,Raiders,CB,CB_Zone,38,Rasul,Douglas,26,74,209,76,87,90,84,83,73,82,82,72,53,71,66,42,46,69,75,68,67,24,29,19,12,14,6,6,6,13,6,6,13,35,35,35,35,35,35,59,19,62,65,64,77,79,77,80,30,39,45,14,16,52,93,90,79,"$850,000 ",$0 ,Default Stride Loose,34940,4,Right,West Virginia,8535,23,12609,Rasul Douglas,DouglasRasul_12609,launch-ratings,published,
560,Dolphins,WR,WR_DeepThreat,17,Jaylen,Waddle,22,70,180,76,97,95,97,94,55,90,68,75,75,88,83,41,43,90,82,82,80,66,72,74,80,34,29,23,19,25,29,20,28,46,23,32,32,22,19,41,22,29,19,34,14,19,10,16,10,10,27,19,16,85,83,88,85,"$10,020,000 ","$17,070,000 ",Default Stride Loose,36124,0,Right,Alabama,1374,12,21760,Jaylen Waddle,WaddleJaylen_21760,launch-ratings,published,
561,Patriots,QB,QB_Scrambler,1,Cam,Newton,32,77,245,76,83,87,85,80,81,84,75,71,78,80,74,80,83,91,72,33,68,25,28,16,11,91,85,82,80,81,85,89,80,34,25,22,32,25,22,52,25,44,48,55,11,30,10,25,10,10,41,24,22,14,85,84,99,"$1,920,000 ","$3,500,000 ",Long Stride Default,32639,10,Right,Auburn,4439,22,10436,Cam Newton,NewtonCam_10436,launch-ratings,published,
562,Patriots,RE,DE_PowerRusher,91,Deatrich,Wise Jr,27,77,271,76,74,83,71,60,85,80,79,32,18,32,16,24,35,31,36,35,33,15,17,17,17,11,6,6,6,16,6,6,12,45,45,45,45,45,45,87,17,85,81,80,24,33,10,77,79,67,70,14,22,10,77,89,74,"$12,000,000 ","$10,000,000 ",Long Stride Loose,34541,4,Right,Arkansas,8787,22,12607,Deatrich Wise Jr,WiseJrDeatrich_12607,launch-ratings,published,
563,Patriots,P,KP_Power,7,Jake,Bailey,24,74,202,76,82,85,68,58,43,80,62,40,10,16,10,12,15,22,39,15,15,15,15,15,15,45,26,23,17,14,23,20,17,7,10,10,9,10,10,10,7,29,12,24,10,27,10,26,10,10,23,94,80,10,81,84,43,"$2,540,000 ","$280,000 ",Default Stride Awkward,35599,2,Right,Stanford,9373,22,20480,Jake Bailey,BaileyJake_20480,launch-ratings,published,
564,Saints,LG,G_Power,75,Andrus,Peat,27,79,316,76,65,78,63,53,87,76,84,40,9,10,10,25,25,10,30,10,12,12,10,10,10,25,6,6,6,13,6,6,12,77,78,76,77,78,75,88,79,34,20,23,12,15,10,10,10,10,15,24,22,10,80,78,89,"$35,510,000 ","$22,000,000 ",Default Stride Awkward,34277,6,Right,Stanford,7272,27,2498,Andrus Peat,PeatAndrus_2498,launch-ratings,published,
565,Jets,DT,DT_RunStopper,94,Folorunso,Fatukasi,26,76,315,76,63,81,69,60,90,74,79,26,10,17,13,17,23,16,23,15,15,15,15,7,3,20,6,6,6,10,6,6,12,45,45,45,45,45,45,85,29,77,81,81,18,28,12,82,74,53,79,10,15,10,73,88,89,"$3,890,000 ","$160,000 ",Long Stride Loose,34762,3,Right,Connecticut,8884,18,13294,Folorunso Fatukasi,FatukasiFolorunso_13294,launch-ratings,published,
566,Jets,RT,OT_Agile,78,Morgan,Moses,30,78,330,76,59,70,56,46,89,66,88,45,6,10,10,20,30,10,35,15,15,15,15,5,5,30,6,6,6,15,6,6,12,79,77,81,77,76,78,83,82,30,20,28,12,15,10,15,10,10,20,25,25,10,84,89,93,"$3,000,000 ",$0 ,Default Stride Awkward,33300,7,Left,Virginia,6531,18,12361,Morgan Moses,MosesMorgan_12361,launch-ratings,published,
567,Jets,LE,DE_SmallerSpeedRusher,99,Vinny,Curry,33,75,279,76,78,86,79,64,81,84,81,40,10,39,40,35,44,39,29,15,15,15,15,8,4,28,6,6,6,16,6,6,12,45,45,45,45,45,45,80,10,76,81,84,22,29,18,78,70,79,75,15,24,10,74,90,83,"$500,000 ","$800,000 ",Default Stride Awkward,32324,9,Right,Marshall,5129,18,11518,Vinny Curry,CurryVinny_11518,launch-ratings,published,
568,Eagles,RE,DE_PowerRusher,96,Derek,Barnett,25,75,259,76,75,83,77,64,86,76,80,53,16,37,28,38,46,41,49,42,45,22,21,17,13,28,6,6,6,15,6,6,12,45,45,45,45,45,45,81,11,79,85,83,32,46,26,77,79,67,74,23,15,10,77,87,84,"$15,420,000 ","$7,480,000 ",Default Stride High and Tight,35241,4,Right,Tennessee,8475,13,12530,Derek Barnett,BarnettDerek_12530,launch-ratings,published,
