ID,First Name,Last Name,Age,Height,Weight,Jersey,Position,Team,Archetype
382,Greg,Zuerlein,33,72,191,2,K,Cowboys,KP_Power
383,Jerry,Jeudy,22,73,193,10,WR,Broncos,WR_RouteRunner
384,Jamie,Collins,31,75,255,8,MLB,Lions,MLB_FieldGeneral
385,Romeo,Okwara,26,76,263,95,LOLB,Lions,OLB_PowerRusher
386,Tyrell,Williams,29,76,205,6,WR,Lions,WR_DeepThreat
387,Julian,Blackmon,23,72,187,32,FS,Colts,S_Zone
388,Jarran,Reed,27,75,306,90,DT,Chiefs,DT_RunStopper
389,Juan,Thornhill,25,72,205,22,FS,Chiefs,S_Zone
390,Kolton,Miller,25,80,325,74,LT,Raiders,OT_Power
391,DeSean,Jackson,34,70,175,1,WR,Rams,WR_DeepThreat
392,Leonard,Floyd,28,77,240,54,LOLB,Rams,OLB_SpeedRusher
393,Jason,McCourty,34,71,195,30,CB,Dolphins,CB_MantoMan
394,Justin,Coleman,28,71,190,27,CB,Dolphins,CB_Slot
395,Anthony,Barr,29,77,255,55,LOLB,Vikings,OLB_RunStopper
396,Garrett,Bradbury,26,75,306,56,C,Vikings,C_Agile
397,Kirk,Cousins,33,75,202,8,QB,Vikings,QB_FieldGeneral
398,Mackensie,Alexander,27,70,192,24,CB,Vikings,CB_Slot
399,Chase,Winovich,26,75,250,50,LE,Patriots,DE_PowerRusher
400,Sony,Michel,26,71,215,26,HB,Patriots,HB_ElusiveBack
401,Marcus,Davenport,24,78,265,92,RE,Saints,DE_PowerRusher
402,Wil,Lutz,27,71,184,3,K,Saints,KP_Power
403,Blake,Martinez,27,74,237,54,MLB,Giants,MLB_RunStopper
404,Lamarcus,Joyner,30,68,185,29,FS,Jets,S_Hybrid
405,Trai,Turner,28,75,320,66,RG,Steelers,G_Power
406,Laken,Tomlinson,29,75,312,75,LG,49ers,G_Agile
407,Mitch,Wishnowsky,29,74,220,6,P,49ers,KP_Power
408,Tony,Jefferson II,29,71,212,41,SS,49ers,S_RunSupport
409,Bradley,Pinion,27,77,240,8,P,Buccaneers,KP_Power
410,William,Gholston,30,78,281,92,LE,Buccaneers,DE_PowerRusher
411,Janoris,Jenkins,32,70,190,20,CB,Titans,CB_MantoMan
412,Landon,Collins,27,72,218,26,SS,Football Team,S_RunSupport
413,Isaiah,Simmons,23,76,238,9,SS,Cardinals,S_RunSupport
414,Justin,Pugh,31,77,311,67,LG,Cardinals,G_Power
415,Chuck,Clark,26,72,205,36,SS,Ravens,S_Zone
416,Nick,Boyle,28,76,270,86,TE,Ravens,TE_Possession
417,Pernell,McPhee,32,75,265,90,ROLB,Ravens,OLB_PowerRusher
418,Matt,Paradis,31,75,300,61,C,Panthers,C_Agile
419,Shaq,Thompson,27,72,230,54,ROLB,Panthers,OLB_RunStopper
420,Jimmy,Graham,34,79,260,80,TE,Bears,TE_VerticalThreat
421,Tashaun,Gipson Sr,31,71,212,38,SS,Bears,S_Zone
422,Chidobe,Awuzie,26,72,202,22,CB,Bengals,CB_MantoMan
423,Tee,Higgins,22,76,216,85,WR,Bengals,WR_Physical
424,Trae,Waynes,29,72,190,26,CB,Bengals,CB_MantoMan
425,Andy,Janovich,28,73,238,31,FB,Browns,FB_Blocking
426,Brandon,McManus,30,75,201,8,K,Broncos,KP_Power
427,Tim,Patrick,27,76,210,81,WR,Broncos,WR_DeepThreat
428,D'Andre,Swift,22,68,215,32,HB,Lions,HB_ElusiveBack
429,Taylor,Decker,27,79,318,68,LT,Lions,OT_Power
430,Devin,Funchess,27,76,225,11,WR,Packers,WR_Physical
431,Mason,Crosby,36,73,207,2,K,Packers,KP_Power
432,Bobby,Okereke,25,73,239,58,ROLB,Colts,OLB_PassCoverage
433,Jack,Doyle,31,78,262,84,TE,Colts,TE_Possession
434,C.J.,Henderson,22,73,204,23,CB,Jaguars,CB_MantoMan
435,Sidney,Jones IV,25,72,181,21,CB,Jaguars,CB_Slot
436,Trevor,Lawrence,21,78,215,16,QB,Jaguars,QB_FieldGeneral
437,Laurent,Duvernay-Tardif,30,77,321,76,RG,Chiefs,G_Power
438,Mecole,Hardman,23,70,187,17,WR,Chiefs,WR_DeepThreat
439,Clelin,Ferrell,24,76,265,99,RE,Raiders,DE_SmallerSpeedRusher
440,Henry,Ruggs III,22,71,190,11,WR,Raiders,WR_DeepThreat
441,Johnathan,Hankins,29,75,340,90,DT,Raiders,DT_RunStopper
442,Yannick,Ngakoue,26,74,246,91,RE,Raiders,DE_SmallerSpeedRusher
443,Kenneth,Murray Jr,22,74,241,9,MLB,Chargers,MLB_FieldGeneral
444,Christian,Wilkins,25,76,315,94,RE,Dolphins,DE_RunStopper
445,Jerome,Baker,24,74,225,55,MLB,Dolphins,MLB_FieldGeneral
446,Brian,O'Neill,25,79,297,75,RT,Vikings,OT_Agile
447,Adrian,Phillips,29,71,210,21,FS,Patriots,S_Zone
448,James,White,29,70,205,28,HB,Patriots,HB_ReceivingBack
449,Kyle,Dugger,25,73,220,23,SS,Patriots,S_RunSupport
450,Lawrence,Guy,31,76,315,93,RE,Patriots,DE_RunStopper
451,Danny,Shelton,28,74,345,75,DT,Giants,DT_RunStopper
452,Sheldon,Rankins,27,74,305,98,DT,Jets,DT_PowerRusher
453,Rodney,McLeod Jr,31,70,195,23,FS,Eagles,S_Hybrid
454,Ben,Roethlisberger,39,77,240,7,QB,Steelers,QB_FieldGeneral
455,Chase,Claypool,23,76,238,11,WR,Steelers,WR_Physical
456,Vince,Williams,31,73,233,98,MLB,Steelers,MLB_RunStopper
457,Brandon,Aiyuk,23,72,200,11,WR,49ers,WR_DeepThreat
458,Dre,Greenlaw,24,72,230,57,LOLB,49ers,OLB_PassCoverage
459,Javon,Kinlaw,23,77,319,99,DT,49ers,DT_PowerRusher
460,Maurice,Hurst,26,74,291,96,DT,49ers,DT_RunStopper
461,Carlos,Dunlap II,32,78,285,8,RE,Seahawks,DE_SmallerSpeedRusher
462,Leonard,Fournette,26,72,228,7,HB,Buccaneers,HB_PowerBack
463,Charles,Leno Jr,29,75,307,72,LT,Football Team,OT_Power
464,Chase,Edmonds,25,69,210,2,HB,Cardinals,HB_ElusiveBack
465,Darqueze,Dennard,29,71,198,30,CB,Cardinals,CB_Slot
466,A.J.,Terrell Jr,22,73,195,24,CB,Falcons,CB_MantoMan
467,Fabian,Moreau,27,72,204,22,CB,Falcons,CB_Zone
468,Alejandro,Villanueva,32,81,320,78,RT,Ravens,OT_Power
469,Ja'Wuan,James,29,78,312,60,RT,Ravens,OT_PassProtector
470,L.J.,Fort,31,72,232,3,MLB,Ravens,MLB_FieldGeneral
471,Tavon,Young,27,69,185,25,CB,Ravens,CB_Slot
472,Mario,Addison,33,75,260,97,RE,Bills,DE_SmallerSpeedRusher
473,DaQuan,Jones,29,76,322,90,DT,Panthers,DT_RunStopper
474,Cairo,Santos,29,68,160,2,K,Bears,KP_Power
475,Darnell,Mooney,23,70,174,11,WR,Bears,WR_DeepThreat
476,James,Daniels,23,75,310,68,LG,Bears,G_Agile
477,Jaylon,Johnson,22,72,193,33,CB,Bears,CB_Zone
478,Joe,Burrow,24,76,221,9,QB,Bengals,QB_FieldGeneral
479,Larry,Ogunjobi,27,75,305,65,DT,Bengals,DT_RunStopper
480,Jamie,Gillan,24,73,207,7,P,Browns,KP_Power
481,Damontae,Kazee,28,71,174,35,FS,Cowboys,S_Zone
482,Jaylon,Smith,26,74,245,9,LOLB,Cowboys,OLB_PassCoverage
483,Randy,Gregory,28,78,255,94,RE,Cowboys,DE_SmallerSpeedRusher
484,Tony,Pollard,24,72,210,20,HB,Cowboys,HB_ElusiveBack
485,Graham,Glasgow,29,78,308,61,RG,Broncos,G_Power
486,Jamaal,Williams,26,72,213,30,HB,Lions,HB_PowerBack
487,Jared,Goff,26,76,223,16,QB,Lions,QB_FieldGeneral
488,David,Johnson,29,73,224,31,HB,Texans,HB_ElusiveBack
489,Mark,Ingram II,31,69,215,2,HB,Texans,HB_ElusiveBack
490,Randall,Cobb,31,70,195,18,WR,Texans,WR_Slot
491,Zach,Cunningham,26,75,237,41,MLB,Texans,MLB_RunStopper
492,Khari,Willis,25,71,213,37,SS,Colts,S_RunSupport
493,Mark,Glowinski,29,76,310,64,RG,Colts,G_Agile
494,Joe,Schobert,27,73,245,47,MLB,Jaguars,MLB_FieldGeneral
495,Demarcus,Robinson,26,73,203,11,WR,Chiefs,WR_DeepThreat
496,Hunter,Renfrow,25,70,185,13,WR,Raiders,WR_Slot
497,Karl,Joseph,27,70,200,43,SS,Raiders,S_RunSupport
498,Maxx,Crosby,24,77,265,98,LE,Raiders,DE_SmallerSpeedRusher
499,Willie,Snead IV,28,71,200,17,WR,Raiders,WR_Slot
500,Uchenna,Nwosu,24,74,251,42,ROLB,Chargers,OLB_SpeedRusher
501,Corey,Bojorquez,25,72,208,13,P,Rams,KP_Power
502,Andrew,Van Ginkel,26,76,242,43,ROLB,Dolphins,OLB_SpeedRusher
503,Michael,Palardy,29,71,200,5,P,Dolphins,KP_Power
504,Kendrick,Bourne,26,73,203,84,WR,Patriots,WR_DeepThreat
505,John,Franklin-Myers,24,76,292,91,LE,Jets,DE_SmallerSpeedRusher
506,Keelan,Cole Sr,28,73,195,88,WR,Jets,WR_DeepThreat
507,Avonte,Maddox,25,69,184,29,CB,Eagles,CB_MantoMan
508,Cameron,Sutton,26,71,188,20,CB,Steelers,CB_MantoMan
509,Devin,Bush,23,71,234,55,MLB,Steelers,MLB_FieldGeneral
510,Terrell,Edmunds,24,73,217,34,SS,Steelers,S_RunSupport
511,Aldon,Smith,31,76,258,99,RE,Seahawks,DE_PowerRusher
512,Gerald,Everett,27,75,245,81,TE,Seahawks,TE_VerticalThreat
513,Jason,Myers,30,70,190,5,K,Seahawks,KP_Power
514,Jordyn,Brooks,23,72,240,56,LOLB,Seahawks,OLB_RunStopper
515,Poona,Ford,25,71,310,97,DT,Seahawks,DT_RunStopper
516,Tre,Flowers,26,75,203,21,CB,Seahawks,CB_Zone
517,Will,Dissly,25,76,265,89,TE,Seahawks,TE_Possession
518,Giovani,Bernard,29,69,205,25,HB,Buccaneers,HB_ElusiveBack
519,Jordan,Whitehead,24,70,198,33,SS,Buccaneers,S_RunSupport
520,Denico,Autry,31,77,285,96,RE,Titans,DE_PowerRusher
521,Bobby,McCain,28,71,192,38,FS,Football Team,S_Hybrid
522,Chase,Roullier,28,76,312,73,C,Football Team,C_Power
523,J.D.,McKissic,28,70,195,41,HB,Football Team,HB_ReceivingBack
524,Logan,Thomas,30,78,250,82,TE,Football Team,TE_VerticalThreat
525,D.J.,Humphries,27,77,307,74,LT,Cardinals,OT_Power
526,Jalen,Thompson,23,71,190,34,FS,Cardinals,S_Zone
527,Jordan,Hicks,29,73,236,58,MLB,Cardinals,MLB_PassCoverage
528,Cordarrelle,Patterson,30,74,220,84,HB,Falcons,HB_ReceivingBack
529,Patrick,Queen,22,72,229,6,MLB,Ravens,MLB_FieldGeneral
530,Daryl,Williams,29,78,330,75,RT,Bills,OT_Power
531,Dawson,Knox,24,76,257,88,TE,Bills,TE_VerticalThreat
532,Levi,Wallace,26,72,179,39,CB,Bills,CB_MantoMan
533,Tyler,Bass,24,70,185,2,K,Bills,KP_Power
534,David,Moore,26,72,220,83,WR,Panthers,WR_DeepThreat
535,Robert,Quinn,31,76,250,94,ROLB,Bears,OLB_PowerRusher
536,Tarik,Cohen,26,66,191,29,HB,Bears,HB_ElusiveBack
537,Auden,Tate,24,77,228,19,WR,Bengals,WR_Physical
538,Anthony,Walker Jr,26,73,235,54,MLB,Browns,MLB_RunStopper
539,Greg,Newsome II,21,72,192,20,CB,Browns,CB_Zone
540,Malik,Jackson,31,77,285,97,DT,Browns,DT_PowerRusher
541,Rashard,Higgins,26,73,198,82,WR,Browns,WR_DeepThreat
542,Troy,Hill,30,71,180,23,CB,Browns,CB_MantoMan
543,Anthony,Brown,27,71,196,30,CB,Cowboys,CB_MantoMan
544,Jourdan,Lewis,26,70,195,26,CB,Cowboys,CB_Slot
545,Patrick,Surtain II,21,74,202,2,CB,Broncos,CB_MantoMan
546,A.J.,Dillon,23,72,247,28,HB,Packers,HB_PowerBack
547,Marcedes,Lewis,37,78,267,89,TE,Packers,TE_Blocking
548,Marquez,Valdes-Scantling,26,76,206,83,WR,Packers,WR_DeepThreat
549,Shaq,Lawson,27,75,267,93,LE,Texans,DE_PowerRusher
550,Rock,Ya-Sin,25,72,192,26,CB,Colts,CB_MantoMan
551,Rodrigo,Blankenship,24,73,184,3,K,Colts,KP_Power
552,A.J.,Cann,29,75,315,60,RG,Jaguars,G_Power
553,Carlos,Hyde,30,72,229,24,HB,Jaguars,HB_ElusiveBack
554,Laviska,Shenault Jr,22,73,227,10,WR,Jaguars,WR_Physical
555,Travis,Etienne Jr,22,70,215,1,HB,Jaguars,HB_ElusiveBack
556,Tre,Herndon,25,71,185,37,CB,Jaguars,CB_MantoMan
557,Charvarius,Ward,25,73,196,35,CB,Chiefs,CB_MantoMan
558,Kyle,Long,32,78,313,69,RG,Chiefs,G_Power
559,Rasul,Douglas,26,74,209,38,CB,Raiders,CB_Zone
560,Jaylen,Waddle,22,70,180,17,WR,Dolphins,WR_DeepThreat
561,Cam,Newton,32,77,245,1,QB,Patriots,QB_Scrambler
562,Deatrich,Wise Jr,27,77,271,91,RE,Patriots,DE_PowerRusher
563,Jake,Bailey,24,74,202,7,P,Patriots,KP_Power
564,Andrus,Peat,27,79,316,75,LG,Saints,G_Power
565,Folorunso,Fatukasi,26,76,315,94,DT,Jets,DT_RunStopper
566,Morgan,Moses,30,78,330,78,RT,Jets,OT_Agile
567,Vinny,Curry,33,75,279,99,LE,Jets,DE_SmallerSpeedRusher
568,Derek,Barnett,25,75,259,96,RE,Eagles,DE_PowerRusher
569,Eric,Wilson,26,73,230,50,ROLB,Eagles,OLB_RunStopper
570,Josh,Sweat,24,77,251,94,RE,Eagles,DE_SmallerSpeedRusher
571,Jordan,Berry,30,77,195,4,P,Steelers,KP_Power
572,Najee,Harris,23,74,230,22,HB,Steelers,HB_PowerBack
573,Emmanuel,Moseley,25,71,190,4,CB,49ers,CB_Zone
574,Jimmy,Garoppolo,29,74,225,10,QB,49ers,QB_FieldGeneral
575,D.J.,Reed Jr,24,69,193,29,CB,Seahawks,CB_Zone
576,Rashaad,Penny,25,71,220,20,HB,Seahawks,HB_ElusiveBack
577,Cameron,Brate,30,77,245,84,TE,Buccaneers,TE_VerticalThreat
578,Mike,Edwards,25,70,205,32,FS,Buccaneers,S_Zone
579,Scotty,Miller,24,69,174,10,WR,Buccaneers,WR_DeepThreat
580,Steve,McLendon,35,75,310,96,DT,Buccaneers,DT_RunStopper
581,Josh,Reynolds,26,75,192,18,WR,Titans,WR_DeepThreat
582,Nate,Davis,24,75,316,64,RG,Titans,G_Agile
583,Kamren,Curl,22,73,198,31,SS,Football Team,S_Zone
584,Dennis,Gardeck,27,72,232,45,LOLB,Cardinals,OLB_SpeedRusher
585,Devon,Kennard,30,75,256,42,LOLB,Cardinals,OLB_PowerRusher
586,Russell,Gage Jr,25,72,186,14,WR,Falcons,WR_Slot
587,Gabriel,Davis,22,74,210,13,WR,Bills,WR_DeepThreat
588,Jon,Feliciano,29,76,325,76,RG,Bills,G_Power
589,Matt,Breida,26,70,195,22,HB,Bills,HB_ElusiveBack
590,Zack,Moss,23,69,205,20,HB,Bills,HB_PowerBack
591,Yetur,Gross-Matos,23,77,266,97,RE,Panthers,DE_PowerRusher
592,Anthony,Miller,26,71,199,17,WR,Bears,WR_Slot
593,Mike,Pennel,30,76,332,79,DT,Bears,DT_RunStopper
594,Darius,Phillips,25,70,190,23,CB,Bengals,CB_MantoMan
595,Eli,Apple,26,73,199,20,CB,Bengals,CB_MantoMan
596,Ja'Marr,Chase,21,72,201,1,WR,Bengals,WR_DeepThreat
597,Jonah,Williams,23,76,305,73,LT,Bengals,OT_Agile
598,Logan,Wilson,25,74,241,55,ROLB,Bengals,OLB_RunStopper
599,Sam,Hubbard,26,77,265,94,LE,Bengals,DE_SmallerSpeedRusher
600,Andrew,Billings,26,73,328,99,DT,Browns,DT_RunStopper
601,Greedy,Williams,23,74,185,26,CB,Browns,CB_MantoMan
602,Brent,Urban,30,79,295,95,DT,Cowboys,DT_RunStopper
603,Bryan,Anger,32,75,202,5,P,Cowboys,KP_Power
604,Donovan,Wilson,26,72,204,6,SS,Cowboys,S_RunSupport
605,Dre'Mont,Jones,24,75,281,93,LE,Broncos,DE_SmallerSpeedRusher
606,Javonte,Williams,21,70,215,33,HB,Broncos,HB_PowerBack
607,Josey,Jewell,26,73,236,47,MLB,Broncos,MLB_RunStopper
608,Michael,Ojemudia,23,73,200,13,CB,Broncos,CB_Zone
609,Sam,Martin,31,73,211,6,P,Broncos,KP_Power
610,Amani,Oruwariye,25,74,205,24,CB,Lions,CB_Zone
611,Breshad,Perriman,27,74,215,19,WR,Lions,WR_DeepThreat
612,Da'Shawn,Hand,25,75,297,93,LE,Lions,DE_RunStopper
613,Darren,Fells,35,79,270,80,TE,Lions,TE_Possession
614,Penei,Sewell,20,77,331,58,RT,Lions,OT_Agile
615,Quinton,Dunbar,29,74,202,1,CB,Lions,CB_MantoMan
616,Krys,Barnes,23,74,229,51,MLB,Packers,MLB_FieldGeneral
617,Marcus,Cannon,33,78,335,61,RT,Texans,OT_Power
618,Terrance,Mitchell,29,71,190,39,CB,Texans,CB_MantoMan
619,Mo,Alie-Cox,27,77,267,81,TE,Colts,TE_Possession
620,Rigoberto,Sanchez,26,72,195,8,P,Colts,KP_Power
621,T.J.,Carrie,31,72,204,38,CB,Colts,CB_Zone
622,Zach,Pascal,26,74,214,14,WR,Colts,WR_Slot
623,Phillip,Dorsett II,28,70,192,13,WR,Jaguars,WR_DeepThreat
624,Anthony,Hitchens,29,72,235,53,MLB,Chiefs,MLB_RunStopper
625,Austin,Blythe,29,75,300,66,C,Chiefs,C_Agile
626,Jerick,McKinnon,29,69,208,1,HB,Chiefs,HB_ElusiveBack
627,Mike,Hughes,24,70,189,21,CB,Chiefs,CB_MantoMan
628,Rashad,Fenton,24,71,188,27,CB,Chiefs,CB_MantoMan
629,Will,Parks,27,73,200,20,SS,Chiefs,S_RunSupport
630,Alec,Ingold,25,73,240,45,FB,Raiders,FB_Utility
631,Darrell,Henderson Jr,24,68,208,27,HB,Rams,HB_ElusiveBack
632,Alexander,Mattison,23,71,221,25,HB,Vikings,HB_ElusiveBack
633,Britton,Colquitt,36,75,210,2,P,Vikings,KP_Power
634,Irv,Smith Jr,23,74,242,84,TE,Vikings,TE_Possession
635,Xavier,Woods,26,71,208,23,FS,Vikings,S_Zone
636,Damien,Harris,24,70,213,37,HB,Patriots,HB_PowerBack
637,Henry,Anderson,30,78,301,94,LE,Patriots,DE_RunStopper
638,Jakobi,Meyers,24,74,203,16,WR,Patriots,WR_Slot
639,P.J.,Williams,28,72,196,26,FS,Saints,S_Hybrid
640,Tre'Quan,Smith,25,74,210,10,WR,Saints,WR_DeepThreat
641,Julian,Love,23,71,195,20,SS,Giants,S_Hybrid
642,Ashtyn,Davis,24,73,202,21,FS,Jets,S_Zone
643,Connor,McGovern,28,76,306,60,C,Jets,C_Agile
644,Zach,Wilson,22,74,214,2,QB,Jets,QB_StrongArm
645,DeVonta,Smith,22,72,172,6,WR,Eagles,WR_DeepThreat
646,Kerryon,Johnson,24,71,211,34,HB,Eagles,HB_PowerBack
647,Zach,Kerr,31,74,334,92,DT,49ers,DT_RunStopper
648,Ahkello,Witherspoon,26,74,195,2,CB,Seahawks,CB_Zone
649,Al,Woods,34,76,309,93,DT,Seahawks,DT_RunStopper
650,Pierre,Desir,30,73,206,35,CB,Seahawks,CB_Zone
651,Alex,Cappa,26,78,305,65,RG,Buccaneers,G_Agile
652,Caleb,Farley,22,74,207,23,CB,Titans,CB_MantoMan
653,Cole,Holcomb,25,73,240,55,MLB,Football Team,MLB_FieldGeneral
654,Ryan,Fitzpatrick,38,74,228,14,QB,Football Team,QB_FieldGeneral
655,Andy,Lee,39,73,185,4,P,Cardinals,KP_Power
656,Brian,Winters,30,76,320,65,RG,Cardinals,G_Agile
657,Maxx,Williams,27,76,252,87,TE,Cardinals,TE_Possession
658,Erik,Harris,31,74,220,23,FS,Falcons,S_Zone
659,Isaiah,Oliver,24,72,210,26,CB,Falcons,CB_MantoMan
660,Kendall,Sheffield,25,70,210,20,CB,Falcons,CB_MantoMan
661,Anthony,Levine Sr,34,71,207,41,SS,Ravens,S_Zone
662,Justin,Madubuike,23,75,300,92,RE,Ravens,DE_RunStopper
663,Tyus,Bowser,26,75,240,54,LOLB,Ravens,OLB_SpeedRusher
664,Isaiah,McKenzie,26,68,173,19,WR,Bills,WR_DeepThreat
665,Matt,Haack,27,72,205,3,P,Bills,KP_Power
666,Denzel,Perryman,28,71,240,52,MLB,Panthers,MLB_RunStopper
667,Jaycee,Horn,21,73,200,8,CB,Panthers,CB_MantoMan
668,Joey,Slye,25,70,213,4,K,Panthers,KP_Power
669,Rashaan,Melvin,31,74,194,29,CB,Panthers,CB_MantoMan
670,Damiere,Byrd,28,69,175,10,WR,Bears,WR_DeepThreat
671,Justin,Fields,22,75,227,1,QB,Bears,QB_Scrambler
672,Marquise,Goodwin,30,69,179,84,WR,Bears,WR_DeepThreat
673,Dalton,Schultz,25,77,244,86,TE,Cowboys,TE_Possession
674,Micah,Parsons,22,75,246,11,MLB,Cowboys,MLB_RunStopper
675,Malik,Reed,25,74,235,59,ROLB,Broncos,OLB_SpeedRusher
676,Jeff,Okudah,22,73,202,23,CB,Lions,CB_MantoMan
677,Allen,Lazard,25,77,227,13,WR,Packers,WR_DeepThreat
678,Chandon,Sullivan,25,71,189,39,CB,Packers,CB_MantoMan
679,De'Vondre,Campbell,28,76,232,59,MLB,Packers,MLB_FieldGeneral
680,Dean,Lowry,27,78,296,94,LE,Packers,DE_PowerRusher
681,Kingsley,Keke,24,75,288,96,RE,Packers,DE_RunStopper
682,Chris,Conley,28,75,205,17,WR,Texans,WR_DeepThreat
683,Christian,Kirksey,29,74,235,58,ROLB,Texans,OLB_RunStopper
684,Jordan,Akins,29,76,243,88,TE,Texans,TE_VerticalThreat
685,Keke,Coutee,24,71,187,16,WR,Texans,WR_DeepThreat
686,Rex,Burkhead,31,70,215,28,HB,Texans,HB_ElusiveBack
687,Whitney,Mercilus,31,76,258,59,RE,Texans,DE_PowerRusher
688,Eric,Fisher,30,79,315,79,LT,Colts,OT_Agile
689,Cam,Robinson,25,78,320,74,LT,Jaguars,OT_Power
690,Davon,Hamilton,24,76,320,52,DT,Jaguars,DT_RunStopper
691,Jarrod,Wilson,27,74,210,25,FS,Jaguars,S_Zone
692,A.J.,Cole III,25,76,220,6,P,Raiders,KP_Power
693,Cory,Littleton,27,75,228,42,ROLB,Raiders,OLB_RunStopper
694,Damon,Arnette Jr,24,72,195,20,CB,Raiders,CB_MantoMan
695,Johnathan,Abram,24,72,205,24,SS,Raiders,S_RunSupport
696,Solomon,Thomas,26,75,280,92,DT,Raiders,DT_RunStopper
697,Jerry,Tillery,24,78,295,99,RE,Chargers,DE_PowerRusher
698,Matt,Feiler,29,78,330,71,LG,Chargers,G_Power
699,Michael,Davis,26,74,196,43,CB,Chargers,CB_MantoMan
700,Austin,Corbett,25,76,306,63,C,Rams,C_Agile
701,Taylor,Rapp,23,72,208,24,FS,Rams,S_RunSupport
702,Terrell,Burgess,22,71,202,26,SS,Rams,S_Hybrid
703,Adam,Butler,27,77,300,70,DT,Dolphins,DT_PowerRusher
704,Albert,Wilson,29,69,195,2,WR,Dolphins,WR_Slot
705,D.J.,Fluker,30,77,342,76,RT,Dolphins,OT_Power
706,Jakeem,Grant Sr,28,67,171,19,WR,Dolphins,WR_DeepThreat
707,Jevon,Holland,21,73,207,22,FS,Dolphins,S_Hybrid
708,Myles,Gaskin,24,70,194,37,HB,Dolphins,HB_ElusiveBack
709,Nik,Needham,24,72,193,40,CB,Dolphins,CB_MantoMan
710,Preston,Williams,24,76,218,18,WR,Dolphins,WR_Physical
711,Raekwon,Davis,24,78,330,98,DT,Dolphins,DT_RunStopper
712,Bashaud,Breeland,29,71,195,21,CB,Vikings,CB_MantoMan
713,Ja'Whaun,Bentley,25,74,255,8,MLB,Patriots,MLB_RunStopper
714,Jalen,Mills,27,72,191,2,SS,Patriots,S_Hybrid
715,B.J.,Hill,25,75,311,95,LE,Giants,DE_RunStopper
716,Lorenzo,Carter,25,77,255,59,LOLB,Giants,OLB_SpeedRusher
717,Xavier,McKinney,23,72,201,29,FS,Giants,S_Hybrid
718,Blessuan,Austin,25,73,195,31,CB,Jets,CB_MantoMan
719,Braden,Mann,23,71,198,7,P,Jets,KP_Power
720,Tevin,Coleman,28,73,210,23,HB,Jets,HB_ElusiveBack
721,Boston,Scott,26,66,203,35,HB,Eagles,HB_ElusiveBack
722,Ryan,Kerrigan,33,76,265,90,LE,Eagles,DE_PowerRusher
723,Benny,Snell,23,70,224,24,HB,Steelers,HB_PowerBack
724,James,Washington,25,71,213,13,WR,Steelers,WR_DeepThreat
725,Samson,Ebukam,26,75,245,56,RE,49ers,DE_SmallerSpeedRusher
726,Trey,Lance,21,76,224,5,QB,49ers,QB_Scrambler
727,Trey,Sermon,22,72,215,28,HB,49ers,HB_ElusiveBack
728,Wayne,Gallman Jr,26,72,216,22,HB,49ers,HB_ElusiveBack
729,Damarious,Randall,29,71,196,23,CB,Seahawks,CB_Slot
730,Ryan,Succop,34,74,218,3,K,Buccaneers,KP_Power
731,Amani,Hooker,23,71,210,37,SS,Titans,S_Zone
732,Adam,Humphries,28,71,195,19,WR,Football Team,WR_Slot
733,Darryl,Roberts,30,72,182,34,CB,Football Team,CB_MantoMan
734,Dustin,Hopkins,30,74,203,3,K,Football Team,KP_Power
735,Ereck,Flowers,27,78,329,79,LG,Football Team,G_Power
736,Jimmy,Moreland,26,70,182,20,CB,Football Team,CB_MantoMan
737,Tim,Settle,24,75,308,97,DT,Football Team,DT_RunStopper
738,Andy,Isabella,24,69,188,17,WR,Cardinals,WR_Slot
739,Jordan,Phillips,28,78,341,97,RE,Cardinals,DE_PowerRusher
740,Robert,Alford,32,70,186,23,CB,Cardinals,CB_MantoMan
741,Shawn,Williams,30,72,210,36,SS,Cardinals,S_RunSupport
742,Zaven,Collins,22,76,260,25,MLB,Cardinals,MLB_FieldGeneral
743,Dante,Fowler Jr,27,75,255,56,ROLB,Falcons,OLB_SpeedRusher
744,Lee,Smith,33,78,265,85,TE,Falcons,TE_Blocking
745,Richie,Grant,23,72,197,27,SS,Falcons,S_Zone
746,Vernon,Butler Jr,27,76,330,94,DT,Bills,DT_RunStopper
747,Morgan,Fox,26,75,260,91,DT,Panthers,DT_PowerRusher
748,Quinton,Spain,30,76,330,67,RG,Bengals,G_Power
749,Riley,Reiff,32,78,313,71,RT,Bengals,OT_Agile
750,Blake,Jarwin,27,77,260,89,TE,Cowboys,TE_VerticalThreat
751,Hunter,Niswander,26,77,245,10,P,Cowboys,KP_Power
752,Maurice,Canady,27,73,193,31,CB,Cowboys,CB_Slot
753,Bobby,Massie,32,78,312,70,RT,Broncos,OT_PassProtector
754,Teddy,Bridgewater,28,74,215,5,QB,Broncos,QB_Improviser
755,Alex,Anzalone,26,75,241,34,MLB,Lions,MLB_FieldGeneral
756,Jahlani,Tavai,24,74,250,51,MLB,Lions,MLB_RunStopper
757,Tracy,Walker,26,73,206,21,SS,Lions,S_Zone
758,Tyrell,Crosby,25,76,315,65,RT,Lions,OT_Power
759,Kevin,King,26,75,200,20,CB,Packers,CB_MantoMan
760,Jordan,Jenkins,27,75,259,50,RE,Texans,DE_SmallerSpeedRusher
761,Justin,Britt,30,78,315,68,C,Texans,C_PassProtector
